Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[15]     0.0    0.00    0.00    8217         void std::vector<Particle<2ul>*, std::allocator<Particle<2ul>*> >::_M_realloc_insert<Particle<2ul>* const&>(__gnu_cxx::__normal_iterator<Particle<2ul>**, std::vector<Particle<2ul>*, std::allocator<Particle<2ul>*> > >, Particle<2ul>* const&) [15]
-----------------------------------------------
                0.00    0.00    5504/5504        LinkedCellContainer<2ul>::init() [104]
[16]     0.0    0.00    0.00    5504         void std::vector<Cell<2ul>*, std::allocator<Cell<2ul>*> >::_M_realloc_insert<Cell<2ul>* const&>(__gnu_cxx::__normal_iterator<Cell<2ul>**, std::vector<Cell<2ul>*, std::allocator<Cell<2ul>*> > >, Cell<2ul>* const&) [16]
-----------------------------------------------
                0.00    0.00    1568/1568        LinkedCellContainer<2ul>::~LinkedCellContainer() [105]
[17]     0.0    0.00    0.00    1568         Inner<2ul>::~Inner() [clone .lto_priv.0] [17]
-----------------------------------------------
                0.00    0.00     464/944         LinkedCellContainer<2ul>::setupBoundary(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [23]
                0.00    0.00     480/944         LinkedCellContainer<2ul>::setupHalo(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [21]
[18]     0.0    0.00    0.00     944         std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >::vector(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> > const&) [clone .lto_priv.0] [18]
-----------------------------------------------
                0.00    0.00       1/482         MolSim<2ul>::setup(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [412]
                0.00    0.00       1/482         XMLArgumentParser<2ul>::createArgument() [101]
                0.00    0.00     480/482         LinkedCellContainer<2ul>::setupHalo(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [21]
[19]     0.0    0.00    0.00     482         std::vector<BoundaryType, std::allocator<BoundaryType> >::vector(std::vector<BoundaryType, std::allocator<BoundaryType> > const&) [clone .lto_priv.0] [19]
-----------------------------------------------
                0.00    0.00     236/480         LinkedCellContainer<2ul>::setupBoundary(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [23]
                0.00    0.00     244/480         LinkedCellContainer<2ul>::setupHalo(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [21]
[20]     0.0    0.00    0.00     480         void std::vector<BoundaryType, std::allocator<BoundaryType> >::_M_realloc_insert<BoundaryType const&>(__gnu_cxx::__normal_iterator<BoundaryType*, std::vector<BoundaryType, std::allocator<BoundaryType> > >, BoundaryType const&) [20]
-----------------------------------------------
                0.00    0.00      40/240         std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00     200/240         LinkedCellContainer<2ul>::init() [104]
[21]     0.0    0.00    0.00     240         LinkedCellContainer<2ul>::setupHalo(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [21]
                0.00    0.00     480/482         std::vector<BoundaryType, std::allocator<BoundaryType> >::vector(std::vector<BoundaryType, std::allocator<BoundaryType> > const&) [clone .lto_priv.0] [19]
                0.00    0.00     480/944         std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >::vector(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> > const&) [clone .lto_priv.0] [18]
                0.00    0.00     244/480         void std::vector<BoundaryType, std::allocator<BoundaryType> >::_M_realloc_insert<BoundaryType const&>(__gnu_cxx::__normal_iterator<BoundaryType*, std::vector<BoundaryType, std::allocator<BoundaryType> > >, BoundaryType const&) [20]
                0.00    0.00      36/36          void std::vector<BoundaryType, std::allocator<BoundaryType> >::_M_assign_aux<BoundaryType const*>(BoundaryType const*, BoundaryType const*, std::forward_iterator_tag) [clone .constprop.0] [33]
-----------------------------------------------
                0.00    0.00     240/240         LinkedCellContainer<2ul>::~LinkedCellContainer() [105]
[22]     0.0    0.00    0.00     240         Halo<2ul>::~Halo() [22]
-----------------------------------------------
                0.00    0.00      36/232         std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00     196/232         LinkedCellContainer<2ul>::init() [104]
[23]     0.0    0.00    0.00     232         LinkedCellContainer<2ul>::setupBoundary(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [23]
                0.00    0.00     464/944         std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >::vector(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> > const&) [clone .lto_priv.0] [18]
                0.00    0.00     236/480         void std::vector<BoundaryType, std::allocator<BoundaryType> >::_M_realloc_insert<BoundaryType const&>(__gnu_cxx::__normal_iterator<BoundaryType*, std::vector<BoundaryType, std::allocator<BoundaryType> > >, BoundaryType const&) [20]
-----------------------------------------------
                0.00    0.00     232/232         LinkedCellContainer<2ul>::~LinkedCellContainer() [105]
[24]     0.0    0.00    0.00     232         Boundary<2ul>::~Boundary() [24]
-----------------------------------------------
                0.00    0.00       1/225         XMLArgumentParser<2ul>::createArgument() [101]
                0.00    0.00       1/225         XMLArgument<2ul>::toString[abi:cxx11]() const [132]
                0.00    0.00       1/225         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::find<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char [3]>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const (&) [3]) [clone .constprop.0] [14]
                0.00    0.00       5/225         MolSim<2ul>::setup(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [412]
                0.00    0.00      10/225         XMLReader<3ul>::toBoundaryType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [clone .constprop.0] [27]
                0.00    0.00      14/225         XMLArgumentParser<2ul>::validateInput() [100]
                0.00    0.00      35/225         strategy_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [96]
                0.00    0.00      40/225         XMLReader<3ul>::XMLReader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .lto_priv.0] [128]
                0.00    0.00      48/225         std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00      70/225         shape_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [124]
[25]     0.0    0.00    0.00     225         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [25]
-----------------------------------------------
                0.00    0.00     167/167         MDSimulation<LinkedCell<LennardJones, 2ul, true>, 2ul>::performSimulation(OutputWriter<2ul>&, ParticleContainer<2ul>&, Argument<2ul>&) [1]
[26]     0.0    0.00    0.00     167         DummyWriter<2ul>::writeFile(int) [26]
-----------------------------------------------
                0.00    0.00       1/138         Generator<SphereArgument<3ul>, 3ul, true>::generate(SphereArgument<3ul> const&, ParticleContainer<3ul>&) <cycle 1> [34]
                0.00    0.00       1/138         Logger::setupLogger() [107]
                0.00    0.00       1/138         std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00       2/138         std::_Tuple_impl<1ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> >::_Tuple_impl<char const (&) [1], char const (&) [1], void>(char const (&) [1], char const (&) [1]) [139]
                0.00    0.00       3/138         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >::pair<char const (&) [9], true>(char const (&) [9], std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > const&) [146]
                0.00    0.00       3/138         Argument<2ul>::toString[abi:cxx11]() const [133]
                0.00    0.00       5/138         XMLArgumentParser<2ul>::validateInput() [100]
                0.00    0.00       6/138         MolSim<2ul>::setup(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [412]
                0.00    0.00       6/138         xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >::_clone(xsd::cxx::tree::flags, xsd::cxx::tree::_type*) const [51]
                0.00    0.00      13/138         XMLArgumentParser<2ul>::createArgument() [101]
                0.00    0.00      16/138         xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_2::DOMElement const&) [38]
                0.00    0.00      27/138         XMLArgument<2ul>::toString[abi:cxx11]() const [132]
                0.00    0.00      54/138         xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_2::DOMAttr const&) [32]
[27]     0.0    0.00    0.00     138         XMLReader<3ul>::toBoundaryType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [clone .constprop.0] [27]
                0.00    0.00      10/225         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [25]
-----------------------------------------------
                0.00    0.00     124/124         xsd::cxx::xml::char_utf8_transcoder<char>::to[abi:cxx11](char16_t const*, unsigned long) [29]
[28]     0.0    0.00    0.00     124         xercesc_3_2::operator<<(xercesc_3_2::DOMAttr&, long long) [28]
-----------------------------------------------
                0.00    0.00       9/124         xsd::cxx::tree::traits<xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >, char, (xsd::cxx::tree::schema_type::value)0>::create(xercesc_3_2::DOMAttr const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [46]
                0.00    0.00      45/124         std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00      70/124         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > xsd::cxx::xml::transcode<char>(char16_t const*) [31]
[29]     0.0    0.00    0.00     124         xsd::cxx::xml::char_utf8_transcoder<char>::to[abi:cxx11](char16_t const*, unsigned long) [29]
                0.00    0.00     124/124         xercesc_3_2::operator<<(xercesc_3_2::DOMAttr&, long long) [28]
-----------------------------------------------
                                  58             std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                                  27             Generator<SphereArgument<3ul>, 3ul, true>::generate(SphereArgument<3ul> const&, ParticleContainer<3ul>&) <cycle 1> [34]
                0.00    0.00       1/46          ArgumentStatus::ArgumentStatus() [99]
                0.00    0.00       2/46          linkedCell_t::linkedCell_t(linkedCell_t const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [97]
                0.00    0.00       3/46          strategy_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [96]
                0.00    0.00       3/46          Logger::setupLogger() [107]
                0.00    0.00       4/46          LinkedCellContainer<2ul>::init() [104]
                0.00    0.00       5/46          boundary_t::_clone(xsd::cxx::tree::flags, xsd::cxx::tree::_type*) const [130]
                0.00    0.00       7/46          XMLReader<3ul>::XMLReader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .lto_priv.0] [128]
                0.00    0.00      20/46          shape_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [124]
[30]     0.0    0.00    0.00      72+58      std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00      48/225         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [25]
                0.00    0.00      45/124         xsd::cxx::xml::char_utf8_transcoder<char>::to[abi:cxx11](char16_t const*, unsigned long) [29]
                0.00    0.00      40/240         LinkedCellContainer<2ul>::setupHalo(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [21]
                0.00    0.00      36/232         LinkedCellContainer<2ul>::setupBoundary(std::vector<BoardDirectionType, std::allocator<BoardDirectionType> >, std::array<int, 2ul>) [23]
                0.00    0.00      24/54          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_2::DOMAttr const&) [32]
                0.00    0.00       4/6           xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >::_clone(xsd::cxx::tree::flags, xsd::cxx::tree::_type*) const [51]
                0.00    0.00       2/10          xsd::cxx::tree::_type::_type(xsd::cxx::tree::_type const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [45]
                0.00    0.00       1/138         XMLReader<3ul>::toBoundaryType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [clone .constprop.0] [27]
