iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
36000,0.00000,1.66667,0.00000,1.66667,0.162037,0.509259,0.310185,0.449074,0.416667,0.296296,0.398148,0.370370,0.444444,0.435185,0.291667,0.458333,0.273148,0.458333,0.430556,0.370370,0.328704,0.310185,0.384259,0.375000,0.310185,0.305556,0.300926,0.430556,0.481481,0.296296,0.393519,0.351852,0.384259,0.412037,0.333333,0.444444,0.319444,0.439815,0.370370,0.384259,0.361111,0.407407,0.351852,0.375000,0.0370370,1.66667,0.00000,1.66667,0.00000,0.00000
37000,0.00000,1.66667,0.00000,1.66667,0.194444,0.472222,0.324074,0.467593,0.449074,0.314815,0.462963,0.305556,0.384259,0.500000,0.282407,0.462963,0.324074,0.490741,0.481481,0.319444,0.287037,0.351852,0.268519,0.421296,0.342593,0.282407,0.333333,0.370370,0.476852,0.287037,0.421296,0.305556,0.425926,0.430556,0.342593,0.421296,0.296296,0.388889,0.439815,0.287037,0.458333,0.287037,0.347222,0.398148,0.0555556,1.66667,0.00000,1.66667,0.00000,0.00000
38000,0.00000,1.66667,0.00000,1.66667,0.166667,0.458333,0.277778,0.495370,0.449074,0.351852,0.430556,0.384259,0.407407,0.444444,0.324074,0.458333,0.319444,0.421296,0.449074,0.310185,0.365741,0.333333,0.370370,0.319444,0.328704,0.342593,0.282407,0.458333,0.421296,0.296296,0.467593,0.324074,0.439815,0.407407,0.370370,0.430556,0.287037,0.407407,0.384259,0.273148,0.425926,0.287037,0.370370,0.351852,0.0694444,1.66667,0.00000,1.66667,0.00000,0.00000
39000,0.00000,1.66667,0.00000,1.66667,0.208333,0.458333,0.300926,0.453704,0.430556,0.379630,0.416667,0.305556,0.444444,0.393519,0.291667,0.444444,0.375000,0.462963,0.490741,0.282407,0.291667,0.361111,0.375000,0.388889,0.379630,0.254630,0.287037,0.430556,0.435185,0.282407,0.421296,0.328704,0.439815,0.444444,0.259259,0.476852,0.287037,0.402778,0.435185,0.296296,0.416667,0.379630,0.361111,0.351852,0.0370370,1.66667,0.00000,1.66667,0.00000,0.00000
40000,0.00000,1.66667,0.00000,1.66667,0.152778,0.449074,0.291667,0.467593,0.435185,0.333333,0.486111,0.287037,0.444444,0.425926,0.398148,0.435185,0.310185,0.435185,0.407407,0.342593,0.333333,0.324074,0.277778,0.314815,0.370370,0.324074,0.300926,0.416667,0.430556,0.328704,0.402778,0.296296,0.439815,0.458333,0.319444,0.421296,0.268519,0.490741,0.412037,0.402778,0.462963,0.291667,0.305556,0.384259,0.0833333,1.66667,0.00000,1.66667,0.00000,0.00000
41000,0.00000,1.66667,0.00000,1.66667,0.138889,0.449074,0.379630,0.462963,0.435185,0.310185,0.407407,0.337963,0.351852,0.444444,0.277778,0.467593,0.314815,0.458333,0.412037,0.342593,0.300926,0.300926,0.342593,0.337963,0.324074,0.370370,0.259259,0.444444,0.500000,0.296296,0.421296,0.310185,0.439815,0.430556,0.310185,0.476852,0.356481,0.425926,0.439815,0.310185,0.435185,0.314815,0.365741,0.398148,0.0601852,1.66667,0.00000,1.66667,0.00000,0.00000
42000,0.00000,1.66667,0.00000,1.66667,0.157407,0.476852,0.328704,0.388889,0.384259,0.337963,0.402778,0.319444,0.393519,0.416667,0.375000,0.453704,0.300926,0.407407,0.421296,0.314815,0.402778,0.328704,0.333333,0.361111,0.314815,0.347222,0.324074,0.453704,0.407407,0.305556,0.444444,0.305556,0.472222,0.356481,0.379630,0.430556,0.375000,0.453704,0.439815,0.347222,0.416667,0.328704,0.319444,0.398148,0.0370370,1.66667,0.00000,1.66667,0.00000,0.00000
43000,0.00000,1.66667,0.00000,1.66667,0.194444,0.407407,0.296296,0.453704,0.412037,0.361111,0.449074,0.319444,0.444444,0.412037,0.337963,0.384259,0.300926,0.416667,0.421296,0.337963,0.337963,0.356481,0.356481,0.314815,0.314815,0.370370,0.296296,0.444444,0.495370,0.351852,0.435185,0.305556,0.416667,0.416667,0.291667,0.439815,0.310185,0.449074,0.421296,0.310185,0.425926,0.375000,0.356481,0.333333,0.0879630,1.66667,0.00000,1.66667,0.00000,0.00000
44000,0.00000,1.66667,0.00000,1.66667,0.226852,0.458333,0.333333,0.439815,0.402778,0.347222,0.453704,0.282407,0.412037,0.462963,0.296296,0.467593,0.328704,0.439815,0.412037,0.314815,0.370370,0.337963,0.319444,0.347222,0.337963,0.300926,0.282407,0.462963,0.407407,0.305556,0.444444,0.305556,0.421296,0.439815,0.361111,0.398148,0.375000,0.430556,0.490741,0.226852,0.425926,0.328704,0.361111,0.361111,0.0416667,1.66667,0.00000,1.66667,0.00000,0.00000
45000,0.00000,1.66667,0.00000,1.66667,0.185185,0.430556,0.342593,0.402778,0.421296,0.337963,0.458333,0.296296,0.421296,0.509259,0.342593,0.435185,0.291667,0.444444,0.421296,0.337963,0.370370,0.296296,0.388889,0.314815,0.324074,0.314815,0.375000,0.430556,0.379630,0.300926,0.453704,0.296296,0.425926,0.435185,0.328704,0.388889,0.300926,0.412037,0.472222,0.351852,0.458333,0.319444,0.342593,0.342593,0.0601852,1.66667,0.00000,1.66667,0.00000,0.00000
