iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
35000,0.00000,0.00000,0.00000,0.00000,3.47042,3.94496,4.47773,6.19055,4.55700,6.63283,7.09409,6.41915,9.23392,8.92437,9.56910,9.58999,10.1754,9.35983,10.6770,9.81748,9.78115,10.9002,10.5398,10.3864,11.2891,11.0498,10.7662,10.8472,9.90914,11.0272,10.4813,9.20944,9.32975,9.79719,8.28887,7.92947,7.19035,6.69308,6.48181,6.31263,6.28994,5.37523,4.55945,3.30462,2.27684,0.00000,0.00000,0.00000,0.00000,0.00000
36000,0.00000,0.00000,0.00000,0.00000,3.31710,5.35156,3.89545,4.86274,6.09156,6.20676,6.87262,6.55429,8.32617,9.31996,9.13638,9.34391,8.78538,11.7670,10.7568,10.2618,10.7233,10.3981,10.7435,11.1387,11.2885,10.8112,10.1828,11.0125,9.65272,11.2051,10.3570,10.8539,10.5890,8.54615,8.64094,8.64521,7.16824,7.37678,7.37739,5.60230,6.84269,5.34575,5.18288,3.39703,5.46996,0.00000,0.00000,0.00000,0.00000,0.00000
37000,0.00000,0.00000,0.00000,0.00000,2.43358,3.95266,4.98268,5.75277,5.90447,5.72549,6.71846,7.41392,8.30391,10.2160,8.34355,10.8184,9.90796,10.0477,11.2744,10.1208,10.7335,10.8519,11.1527,10.6646,10.6524,10.1786,11.0049,10.9966,12.2036,10.1450,10.9601,9.89554,10.5316,9.11619,9.14473,8.05187,8.30395,7.91259,7.61813,7.62360,5.79249,5.03373,4.22995,5.31537,4.17887,0.00000,0.00000,0.00000,0.00000,0.00000
38000,0.00000,0.00000,0.00000,0.00000,5.45575,3.75604,4.04257,5.90410,5.72157,6.66976,8.15550,7.19878,8.15517,8.59241,9.40067,10.8070,9.15046,10.9093,9.96790,11.3424,11.0721,11.4228,10.9406,11.2834,10.8043,12.0182,10.4962,11.6719,11.2958,11.1487,10.7453,10.2590,10.0018,9.14480,10.0764,9.13692,7.99004,7.06941,7.06519,7.09135,7.12653,5.25752,4.59468,4.10306,4.51222,0.00000,0.00000,0.00000,0.00000,0.00000
39000,0.00000,0.00000,0.00000,0.00000,3.65112,4.34746,5.53368,5.28031,5.99917,6.64867,7.65141,7.91135,7.24655,9.03471,8.45763,9.05256,10.2267,10.2881,11.0481,11.8258,11.8921,11.7191,12.2351,11.0518,11.3040,10.8248,11.1694,12.3994,10.0495,11.2060,10.8177,9.86511,11.0975,10.3435,8.47265,9.30179,8.54946,8.80135,6.58609,6.25102,6.59708,4.97310,5.15030,3.76374,2.95247,0.00000,0.00000,0.00000,0.00000,0.00000
40000,0.00000,0.00000,0.00000,0.00000,3.19257,4.75546,4.67674,3.99021,7.46877,6.37186,7.84081,8.45021,8.21708,9.81730,9.91972,10.4991,9.95072,11.0663,11.3733,12.0350,11.6569,11.7005,11.4944,12.1785,12.9927,11.2688,10.7709,11.4155,11.7945,11.3520,10.4333,9.76218,10.8397,9.22879,9.23793,9.15817,9.09387,8.07257,7.69945,6.47402,6.01584,5.81194,5.20918,3.42236,2.91861,0.00000,0.00000,0.00000,0.00000,0.00000
41000,0.00000,0.00000,0.00000,0.00000,4.38023,5.21381,4.67280,5.54362,5.09281,6.08332,7.71354,9.79279,9.11167,9.28718,10.5313,11.3033,11.3061,11.6198,11.2552,11.6889,11.3808,12.1290,11.4752,11.5256,12.5938,11.7754,12.1961,11.7622,11.4537,11.1283,10.8844,11.0277,10.0306,9.62189,9.73896,7.95098,9.26222,9.21952,6.36018,7.73615,6.13409,6.26883,5.50248,2.96085,6.76126,0.00000,0.00000,0.00000,0.00000,0.00000
42000,0.00000,0.00000,0.00000,0.00000,5.10843,5.13851,5.17803,5.54165,7.12467,7.50485,7.58202,8.87858,9.90641,8.61676,11.8455,10.5592,10.1019,11.2758,12.5538,11.5627,12.4740,12.2574,12.5763,11.4380,12.2325,13.1827,11.6928,11.8832,11.4549,11.2824,9.92686,10.7310,8.74488,11.0720,9.99386,8.54029,9.79623,7.38848,7.35645,7.67748,6.67255,5.07188,4.81620,4.79628,7.25812,0.00000,0.00000,0.00000,0.00000,0.00000
43000,0.00000,0.00000,0.00000,0.00000,3.47374,4.15444,5.92615,5.21807,7.48926,8.54131,8.15260,9.30616,9.79923,9.18017,10.5533,11.4316,11.8363,9.71920,11.6342,11.2123,12.5889,12.7779,12.9328,12.6365,12.4497,11.9519,12.2497,10.9386,12.4014,11.5985,11.3386,11.3757,9.43037,8.61578,10.1279,9.91762,9.11928,8.07959,7.59532,7.12132,6.71750,4.59182,5.40169,4.48964,2.52352,0.00000,0.00000,0.00000,0.00000,0.00000
44000,0.00000,0.00000,0.00000,0.00000,4.99398,4.22860,4.96517,6.52551,7.01447,8.60692,8.35516,10.2312,10.1588,9.80710,10.3280,10.9460,10.7800,11.6726,12.2791,12.0987,12.4493,12.2066,11.3758,12.0894,11.9505,12.1390,12.8658,11.0692,12.2171,12.4524,11.6509,11.1578,10.8407,9.53757,10.6214,9.65815,8.07964,8.63920,7.34807,7.68195,7.83985,5.64441,5.11980,3.88937,2.24635,0.00000,0.00000,0.00000,0.00000,0.00000
